Num. Ens/ Num. Inventari,Província,Municipi,Via,Num. via,Departament-Assig./Adscrip.,Espai,Tipus d'ús,area_value,Ref. Cadastral
746,Girona,Palafrugell (17200),Corts Catalanes,7,--Departament d'Ensenyament (Assignació) ;,Institut Baix Empordà,Institut,6680.15;6680.15;0;6680.15;10000,3800101EG1430S0001SR
748,Girona,Palafrugell (),Ge-650,"0,6 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 0,6 K",Sobrant de carretera,0;0;0;0;0,
749,Girona,Palafrugell (),Ge-655,1 K,--Departament de Territori i Sostenibilitat (Assignació) ;,- CT Ge-655 1 K,Sobrant de carretera,0;0;0;0;0,
751,Girona,Palamós (17230),Nàpols,22,--Departament d'Ensenyament (Assignació) ;,Institut de Palamós,Institut,4472;4472;56;4528;14125,0034401EG1303S0001DG
752,Girona,Calonge (17251),Pla de Calonge,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Puig i Cargol,Institut,21788;21788;0;21788;29910,8632401EG0383S0001DS
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76,08155A004000340000PO
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000060000PX
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000330000PM
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 000207200DG30C0001PI
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000390000PI
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 2043602DG3024S0001JD
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000360000PR
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000430000PJ
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 2040901DG3014S0001TO
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 2043602DG3024S0000HS
753,Barcelona,Palau-Solità i Plegamans (),Masia del Bon Retorn,,"--Departament de Justícia (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ; --Ens d'Abastament d'Aigua-Aigües del Ter i del Llobregat (ATLL) (Adscripció) ;",Centre l'Alzina i Castanyers,Centre educatiu de menors,6022.66;6022.66;0;6022.66;290762.76, 08155A004000040000PR
754,Girona,Pals (),Ge-650,,--Departament de Territori i Sostenibilitat (Assignació) ;,"Camps del Roure - CT Ge-650 4,73 K 4,825 K",Sobrant de carretera,0;0;0;0;0,
755,Girona,Pals (),Ge-650,,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 4,84 K 4,86 K",Sobrant de carretera,0;0;0;0;0,
756,Girona,Pals (),Ge-650,"5,045 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 5,045 K",Sobrant de carretera,0;0;0;0;0,
757,Girona,Pals (),Ge-650,,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 5,15 K 5,2 K",Sobrant de carretera,0;0;0;0;0,
758,Girona,Pals (),Ge-650,,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 5,223 K 5,245 K",Sobrant de carretera,0;0;0;0;0,
759,Girona,Pals (),Ge-650,,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-650 5,3 K 5,32 K",Sobrant de carretera,0;0;0;0;0,
760,Barcelona,Parets del Vallès (08150),Espanya,116,--Departament d'Ensenyament (Assignació) ;,Institut Torre de Malla/CFA Parets del Vallès,Institut,5316;5316;0;5316;0,5522001DG3052S0001MF
761,Girona,Parlavà (),Matabou,1,--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant carretera Ge-642 pk 2,45 i pk 2,57",Sobrant de carretera,0;0;0;0;676,2625208EG0522N0001HL
761,Girona,Parlavà (),Matabou,1,--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant carretera Ge-642 pk 2,45 i pk 2,57",Sobrant de carretera,0;0;0;0;676, 2626211EG0522N0001ZL
762,Girona,La Pera (),C-255,"16,5 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT C-255 16,5 K",Sobrant de carretera,0;0;0;0;0,
763,Girona,La Pera (),"Ge-642, pq. ,047",,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-642, pq. ,047",Sobrant de carretera,0;0;0;0;0,
764,Barcelona,Pineda de Mar (),Gutemberg,2,--Departament d'Interior (Assignació) ;,Parc de Bombers de Pineda de Mar - CR Gutemberg 2,Parc de bombers,1090.22;1090.22;0;1090.22;1850,2585201DG7028N0001PY
764,Barcelona,Pineda de Mar (),Gutemberg,2,--Departament d'Interior (Assignació) ;,Parc de Bombers de Pineda de Mar - CR Gutemberg 2,Parc de bombers,1090.22;1090.22;0;1090.22;1850, 2585202DG7028N0001LY
766,Barcelona,Pineda de Mar (),Tarragona,49-51,--Institut Català de la Salut (ICS) (Adscripció) ;,CAP Pineda de Mar,Centre Assistència Primària,1417;1417;589;2006;589,4179206DG7047N0001YB
767,Lleida,El Pla de Sant Tirs (),C-1313,"pk 122,05",--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant de carretera C-1313 pk 122,05",Emmagatzematge,0;0;0;0;343.8,
768,Barcelona,La Pobla de Lillet (),Viver Llobregat,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Viver Llobregat - Elenc B-1005 - CUP 24,Explotació agrícola,250;250;0;250;20653,000400800DG17E0001QX
769,Barcelona,La Pobla de Lillet (),B  402,"4,35 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Antiga caseta peó caminer ""Riu Tort"" - Ctra. B-402 pk. 4,350.",Sobrant de carretera,0;0;0;0;500,
771,Lleida,La Pobla de Segur (),Verdaguer,35-37,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Centre d'Iniciatives - AV Verdaguer 35  37,Oficina,76;76;0;76;0,
772,Lleida,La Pobla de Segur (),"Sector Migdia,  G-c-d-e",s/n,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,468;468;0;468;3043,2186301CG3728N0001TE
773,Lleida,El Pont de Suert (),Della del Rin,,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",CIFO - CR Della del Rin,Centre d'Innovació i Formació Ocupacional,0;0;0;0;0,
774,Lleida,El Pont de Suert (),Esglesia,5,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Oficina Comarcal del Departament d’Agricultura, Ramaderia, Pesca i Alimentació de l'Alta Ribagorça",Oficina,97.7;97.7;0;97.7;0,4278301CG1947N0013US
775,Lleida,Ponts (25740),Pompeu Fabra,35,--Departament d'Ensenyament (Assignació) ;,Institut de Ponts,Institut,2871;2871;0;2871;3217.5,9816101CG4491N0001JQ
777,Lleida,Ponts (),C-1313,"62,9 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT C-1313 62,9 K",Habitatge,289;289;0;289;0,
778,Girona,Porqueres (),Ge-524,"pk 28,4",--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant de carretera Ge-524 pk 28,4",Sobrant de carretera,0;0;0;0;212.5,
779,Girona,El Port de la Selva (),Esglesia,13,--Ajuntament de Port de la Selva (Altres) ;,Casa Eusebi Rius (Cedit a l'Ajuntament),Centre cívic,64;64;0;64;36,6975902EG1867N0001OO
780,Girona,El Port de la Selva (),Ge-613,"pk 3,95",--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant carretera Ge-613 pk 3,95",Sobrant de carretera,0;0;0;0;494,
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917,43117A005001560000ZA
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A007000470000ZY
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A005001310000ZQ
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A007000680000ZE
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A006000030000ZW
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A006000320000ZZ
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A007000740000ZU
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A005000030000ZP
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A005001410000ZK
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A007000760000ZW
781,Tarragona,Pradell de la Teixeta (),Font del Pelic,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1065 - Partida Serra,Forest,0;0;0;0;632917, 43117A005001130000ZI
782,Barcelona,El Prat de Llobregat (08820),Verge de Montserrat,24-26,--Servei Català de la Salut (Adscripció) ;,CAP Ramona Via,Centre Assistència Primària,2521.6;2521.6;0;2521.6;1622.15,4858608DF2745H0001QU
783,Tarragona,Prades (),Muralla,58,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Caseta de Camí-Raler,Habitatge,192;192;0;192;405,1452707CF3715S0001TP
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0,4353501DF2745C0024SW
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0007QF
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0005XS
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0022PM
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0002LO
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0023AQ
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0004ZA
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0003BP
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0006MD
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0025DE
784,Barcelona,El Prat de Llobregat (),Narcis Monturiol,39,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Antics Jutjats 1a Instància i Instrucció,Judicial,1172.88;1172.88;0;1172.88;0, 4353501DF2745C0001KI
785,Barcelona,El Prat de Llobregat (08820),Riu Ebre,15-B,--Departament d'Ensenyament (Assignació) ;,Llar d'infants Dumbo,Parvulari,655;655;0;655;2160,3946403DF2734F0001BF
787,Barcelona,El Prat de Llobregat (08820),Mestre Vigo,1,--Departament d'Ensenyament (Assignació) ;,Institut Baldiri Guilera,Institut,4401;4401;0;4401;10000,3951501DF2735B0001HK
788,Barcelona,Barcelona (08010),Girona,20,--Escola d'Administració Pública Catalunya (Adscripció) ; --Institut Europeu de la Mediterrània (Adscripció) ;,Casa Antoni Roger,Oficina,3650;3650;790;4440;853,1128616DF3812G0001RZ
792,Barcelona,Prats de Lluçanès (),Sant Quirze,s/n,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,477;477;0;238.5;2466.9,.Desconeguda.
794,Barcelona,Premià de Mar (),Sant Antoni,23-25,--Departament de Justícia (Assignació) ;,Jutjat de Pau - Edifici Can Roura,Judicial,50;50;0;50;0,6535803DF4963N0001ZM
795,Barcelona,Premià de Mar (08330),Rafael de Casanova,7,--Departament d'Ensenyament (Assignació) ;,IES Premià de Mar,Institut,8877;8877;0;8877;0,7742001DF4974S0001AY
795,Barcelona,Premià de Mar (08330),Rafael de Casanova,7,--Departament d'Ensenyament (Assignació) ;,IES Premià de Mar,Institut,8877;8877;0;8877;0, 7742002DF4974S0001BY
796,Barcelona,Puig-reig (),Pau Casals,1,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,160.65;160.65;0;160.65;0,7177408DG0477N0001GF
797,Girona,Puigcerdà (17520),Escoles Pies,46,--Departament d'Ensenyament (Assignació) ;,Institut Pere Borrell,Institut,5171;5171;546.45;5717.45;7175,2084601DG1928S0001GP
799,Girona,Puigcerdà (),Catalunya,1 B,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal de la Cerdanya - AV Catalunya 1 B,Oficina,0;0;243.6;243.6;0,2185802DG1928N0001YW
801,Barcelona,La Quar (),Sant Pere de la Portella,,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,MONESTIR ST PERE DE LA PORTELLA -Museu La Quar,Museu,930;930;0;930;1970,08176A001000590000QB
801,Barcelona,La Quar (),Sant Pere de la Portella,,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,MONESTIR ST PERE DE LA PORTELLA -Museu La Quar,Museu,930;930;0;930;1970, 08176A001000540000QZ
801,Barcelona,La Quar (),Sant Pere de la Portella,,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,MONESTIR ST PERE DE LA PORTELLA -Museu La Quar,Museu,930;930;0;930;1970, 08176A001000570000QW
802,Tarragona,Reus (43205),Bellisens,"km. 1,5",--Departament d'Ensenyament (Assignació) ;,Institut d'Horticultura i Jardineria,Institut,3136;3136;0;3136;69513,3359701CF4535N0001BS
805,Tarragona,Reus (),Amargura,26,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,Edifici,Oficina,177.45;177.45;0;177.45;0,1280409CF4518A0003OO
806,Tarragona,Reus (43205),Astorga,17,--Departament d'Ensenyament (Assignació) ;,Llar d'infants El Barrufet,Llar d'infants,899;899;0;899;1559.88,1764202CF4516D0001UM
807,Tarragona,Reus (),Doctor Robert,52,--Gestió i Prestació de Serveis de Salut (GPSS) (Adscripció) ;,CAP Llibertat,Centre Assistència Primària,1459;1459;433;1892;437,1183501CF4518C0001IW
808,Tarragona,Reus (43201),Jacint Barrau,1,--Departament d'Ensenyament (Assignació) ;,Institut Baix Camp,Institut,10490;10490;0;10490;6592,0979801CF4507H0001UE
809,Barcelona,Barcelona (08018),Lluís Companys,14-16,--Departament de Justícia (Assignació) ;,Palau de Justícia - PS Lluis Companys 14  16,Judicial,21504;21504;0;21504;6919,1726901DF3812F0001AS
810,Tarragona,Reus (),Misericordia,12 B,--Departament d'Ensenyament (Assignació) ;,Institut Salvador Vilaseca,Institut,5125;5125;0;5125;2768.67,1375902CF4517E0001GE
811,Tarragona,Reus (),Riudoms,"km  2,2",--Departament de Polítiques Digitals i Administració Pública (Assignació) ;,Centre de Formació i Estudis Agrorurals- Mas Sedó,Altres centres docents,2256.42;2256.42;0;2256.42;10059,9268505CF3596N0001EK
812,Tarragona,Reus (43202),Osca,1,--Departament d'Ensenyament (Assignació) ;,Institut Gaudí,Institut,6699;6699;0;6699;12026,0188101CF4508G0001RA
815,Tarragona,Reus (),N-420,"514,4 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Parc de Maquinària de Reus - CT N-420 514,4 K",Parc de maquinària,6832;6832;0;6832;9963,9284302CF3598C0001KX
815,Tarragona,Reus (),N-420,"514,4 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Parc de Maquinària de Reus - CT N-420 514,4 K",Parc de maquinària,6832;6832;0;6832;9963, 9185802CF3598E0001TJ
815,Tarragona,Reus (),N-420,"514,4 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Parc de Maquinària de Reus - CT N-420 514,4 K",Parc de maquinària,6832;6832;0;6832;9963, 9185804CF3598E0001MJ
815,Tarragona,Reus (),N-420,"514,4 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Parc de Maquinària de Reus - CT N-420 514,4 K",Parc de maquinària,6832;6832;0;6832;9963, 9284301CF3598C0001OX
